serial_scrambled,BSA21_final_wt,DVSex21,Ragecat,HHincomex,RClassGP,hedqual2x,MarStat6x,HhlChlGpdx,PMSx,HomoSexx,Partyfwx,Politicsx,Votedx,Spend1x,dolex,TAXSPENDx,EQOPPGAYx,EQOPPTx,CHOPWOMMx,EQOPPBLKx,TBirCertx,EqOpDisx,EqOpMhx,welfare2,leftrigh,libauth,NHSSatx,GPSatx,NHSFProbx,NHSAccx
1043331,0.749238618169784,Male,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,1.25,1.8,1.66666666666667,Very satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1023901,0.579893590641051,Female,35-44,"£4,351 per month or more",Lower supervisory and technical occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Green Party,Some,Not applicable,Not applicable,8,Not applicable,Don't know,Don't know,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.0,3.0,2.33333333333333,Quite satisfied,Quite satisfied,Major funding problem,Pay more through a separate tax
1041641,0.894084413187801,Male,60-64,Prefer not to answer,Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,Not gone far enough,Not gone far enough,Not gone nearly far enough,Not gone far enough,Strongly agree,Not applicable,Not applicable,1.0,1.0,1.83333333333333,Quite dissatisfied,Very satisfied,Severe funding problem,Pay more through a separate tax
1041642,0.873039591927916,Female,55-59,Prefer not to answer,Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Green Party,Not very much,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,About right,Neither agree nor disagree,Not applicable,Not applicable,1.25,1.0,2.83333333333333,Quite satisfied,Very satisfied,Severe funding problem,Pay more through a separate tax
1013891,1.11892691603279,Female,65+,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,A great deal,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Gone too far,About right,About right,Disagree,Not applicable,Not applicable,2.0,1.8,2.33333333333333,Quite satisfied,Quite satisfied,Major funding problem,Pay more through a separate tax
1013892,0.918529221687848,Male,65+,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,Gone too far,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.0,2.2,2.0,Neither satisfied nor dissatisfied,Quite satisfied,Severe funding problem,Pay more through a separate tax
1037391,0.791219531368345,Male,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,A great deal,Not applicable,Not applicable,About right/in between,Not applicable,About right,Gone too far,Not gone far enough,Gone too far,Strongly disagree,Not applicable,Not applicable,2.5,3.2,3.0,Quite satisfied,Quite satisfied,Major funding problem,Pay £10 per GP/A&E visit
1037392,1.19770748165406,Female,65+,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,2.625,2.8,2.33333333333333,Quite satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1035341,1.88746492936673,Female,55-59,"£4,351 per month or more",Intermediate occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone too far,About right,Gone too far,Neither agree nor disagree,Not applicable,Not applicable,3.875,2.4,4.33333333333333,Quite satisfied,Quite dissatisfied,Minor funding problem,NHS must live within budget
1018761,0.317746217935156,Female,60-64,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,Not applicable,Not applicable,Other specific answer not in codeframe,Not applicable,About right,About right,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.75,2.6,2.83333333333333,Quite satisfied,Very satisfied,Major funding problem,Pay £10 per GP/A&E visit
1026761,0.753409444069246,Female,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Conservative,Quite a lot,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone much too far,About right,About right,Strongly disagree,Not applicable,Not applicable,4.0,3.6,3.83333333333333,Very dissatisfied,Very dissatisfied,No funding problem,NHS must live within budget
1013341,0.321166295172714,Female,60-64,"£1,411 - £2,560 per month",Intermediate occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Liberal Democrat,Some,Not applicable,Not applicable,Benefits are too low and cause hardship,Not applicable,About right,About right,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.375,2.2,3.0,Quite dissatisfied,Quite dissatisfied,Severe funding problem,Pay more through a separate tax
1023081,1.26118926202089,Male,35-44,"£1,411 - £2,560 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,None at all,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone much too far,Gone much too far,Gone much too far,Agree,Not applicable,Not applicable,3.25,2.2,3.33333333333333,Neither satisfied nor dissatisfied,Quite satisfied,Severe funding problem,NHS must live within budget
1023082,0.432633434931606,Female,25-34,"Less than £1,410 per month",Lower supervisory and technical occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Not very much,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,About right,About right,Gone much too far,Not gone far enough,Strongly agree,Not applicable,Not applicable,4.875,3.0,4.33333333333333,Very dissatisfied,Neither satisfied nor dissatisfied,Severe funding problem,End exceptions from charges
1039811,1.41693606174089,Female,35-44,"£2,561 - £4,350 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Conservative,Quite a lot,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone too far,Gone too far,Gone too far,Gone too far,Disagree,Not applicable,Not applicable,3.875,2.2,4.16666666666667,Very dissatisfied,Quite dissatisfied,Major funding problem,Pay more through a separate tax
1018132,0.381756718366376,Male,55-59,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Not gone far enough,About right,Not gone nearly far enough,Not gone nearly far enough,Disagree,Not applicable,Not applicable,2.625,3.6,1.66666666666667,Quite satisfied,Very satisfied,Major funding problem,Pay for non-medical costs
1004471,1.2512080052942,Male,35-44,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Not very much,Not applicable,Not applicable,Neither,Not applicable,About right,Gone too far,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,3.0,2.0,3.16666666666667,Very satisfied,Quite satisfied,Major funding problem,Pay more through current taxes
1004472,0.469164765705201,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,None at all,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone much too far,Not gone nearly far enough,Not gone nearly far enough,Strongly agree,Not applicable,Not applicable,2.375,1.2,3.66666666666667,Very satisfied,Very satisfied,Severe funding problem,Pay £10 per GP/A&E visit
1043971,0.783080975495824,Female,65+,"£4,351 per month or more",Intermediate occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Quite a lot,Not applicable,Not applicable,Neither,Not applicable,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.125,2.8,3.0,Quite dissatisfied,Quite satisfied,Major funding problem,Pay more through a separate tax
1014361,0.429357578354818,Male,60-64,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone too far,Gone much too far,About right,Gone too far,Agree,Not applicable,Not applicable,3.5,3.4,3.66666666666667,Very dissatisfied,Very dissatisfied,Major funding problem,Pay £10 per GP/A&E visit
1014362,0.407307663724499,Female,55-59,"Less than £1,410 per month",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone too far,Gone too far,About right,Gone too far,Agree,Not applicable,Not applicable,3.125,3.0,4.0,Very dissatisfied,Very dissatisfied,Severe funding problem,NHS must live within budget
1041331,1.09218460712159,Female,35-44,"£1,411 - £2,560 per month",Semi-routine and routine occupations,No qualifications,Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Some,Not applicable,Not applicable,Benefits are too high and discourage finding jobs,Not applicable,Gone much too far,Gone much too far,Not gone far enough,Not gone far enough,Strongly disagree,Not applicable,Not applicable,3.625,1.0,4.5,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Severe funding problem,NHS must live within budget
